user_id,employment_type,income_range,city_tier,bank_account_age_months,num_bank_accounts,monthly_income,rent_paid_on_time,utility_delay_days,upi_txn_count,avg_month_end_balance,overdraft_event,alt_credit_score
278,student,0-15000,1,41,1,51796.33333,1,1.583333333,71.83333333,12455.83333,0,80.87
279,salaried,25000-80000,3,52,1,11687.33333,1,2.083333333,80.58333333,18866.83333,2,86.78
280,salaried,25000-80000,1,7,3,32212.58333,1,1.333333333,84.33333333,17848.08333,1,86.51
281,salaried,25000-80000,1,10,1,31829.16667,0.9166666667,1.833333333,75.5,13132.33333,0,77.97
282,salaried,25000-80000,2,103,1,27094.25,1,2.583333333,102.6666667,12270.5,0,79.69
283,salaried,25000-80000,3,91,1,10771.25,1,1.916666667,72.58333333,13238.41667,1,81.32
284,self_employed,20000-100000,2,115,3,36147.16667,0.5833333333,6.25,83.41666667,19371.33333,1,66.45
285,gig,10000-30000,2,86,2,32973.25,0.75,5.25,77.58333333,13089.83333,0,67.84
286,gig,10000-30000,2,30,3,26139.33333,0.9166666667,3.25,82.33333333,15195.66667,0,78.61
287,salaried,25000-80000,2,115,2,19063.25,1,2.25,102,18162,0,85.91
288,salaried,25000-80000,1,92,1,53000.75,1,1.75,89.16666667,19169,1,87.42
289,student,0-15000,3,90,2,47804.16667,0.9166666667,3.416666667,76.08333333,17228,0,80.48
290,salaried,25000-80000,1,22,1,38852,0.9166666667,2.583333333,64.33333333,16478,0,80.56
291,gig,10000-30000,3,92,1,18619.75,0.8333333333,4.5,81.08333333,13136.25,2,71.97
292,student,0-15000,1,62,3,44226.83333,0.9166666667,3.666666667,89,15464.25,0,78.46
293,self_employed,20000-100000,2,17,1,15464.5,1,2,97.33333333,14220.33333,1,82.22
294,gig,10000-30000,1,50,1,46827,0.9166666667,2.333333333,72.08333333,13456.75,2,77.79
295,salaried,25000-80000,1,51,2,58273.25,1,1.333333333,76.33333333,16903,1,85.57
296,student,0-15000,2,56,1,30884.25,0.9166666667,3,97.5,17462.5,0,81.13
297,gig,10000-30000,1,26,3,9322.166667,0.9166666667,3.166666667,83.08333333,19003.75,1,82.5
298,salaried,25000-80000,1,118,3,34816.08333,0.9166666667,2.25,86.25,17397.5,1,81.81
299,salaried,25000-80000,2,103,3,36504.33333,0.8333333333,3.5,85.25,16594.08333,1,76.43
300,gig,10000-30000,3,74,1,43528.41667,1,2.5,101.1666667,17141.16667,1,84.64
301,salaried,25000-80000,2,88,3,27366.25,0.9166666667,3.416666667,83.41666667,12673.58333,0,75.92
302,gig,10000-30000,3,114,3,66424.08333,0.8333333333,3.25,93.66666667,15193.75,0,75.28
303,salaried,25000-80000,3,78,1,44865.08333,1,2,100.5833333,16203.16667,0,84.2
304,salaried,25000-80000,2,66,3,51934.91667,1,2.333333333,82.58333333,18313.83333,1,85.98
305,salaried,25000-80000,2,40,3,12144,0.9166666667,3,92.75,16711.58333,0,80.38
306,student,0-15000,1,56,2,10077,0.8333333333,4,68.16666667,13742.83333,2,73.08
307,student,0-15000,1,106,3,53377.5,0.9166666667,3,80.41666667,15651.41667,0,79.32
308,self_employed,20000-100000,1,79,1,60995.75,0.75,5.333333333,81.08333333,14598.5,0,69.27
309,salaried,25000-80000,1,67,3,21009.41667,1,1.166666667,84.41666667,14767.83333,0,83.6
310,gig,10000-30000,3,92,1,42913.08333,0.75,4.916666667,82.08333333,16489.58333,0,71.57
311,gig,10000-30000,3,30,2,30297.33333,0.9166666667,3.166666667,83.66666667,14105.16667,0,77.61
312,salaried,25000-80000,1,31,1,32399.83333,0.9166666667,2.25,85.5,15972.25,0,80.39
313,self_employed,20000-100000,1,15,3,61142.08333,1,1.916666667,80.16666667,10624.83333,0,78.71
314,self_employed,20000-100000,2,91,2,39333.25,0.75,4.583333333,102.9166667,15818.41667,0,71.24
315,salaried,25000-80000,1,12,1,19281.58333,1,2,63.08333333,12497.25,1,80.5
316,student,0-15000,1,64,3,23556.33333,0.9166666667,3.166666667,66.41666667,15583.91667,1,79.08
317,gig,10000-30000,2,44,3,47779.91667,0.8333333333,3.083333333,88.58333333,19015.83333,1,79.27
318,salaried,25000-80000,3,22,2,43807.25,0.8333333333,3.666666667,82.58333333,15803.5,0,75.47
319,salaried,25000-80000,1,65,1,25653.83333,0.8333333333,3.166666667,89.33333333,11500,1,71.67
320,student,0-15000,2,45,2,37891,1,1.583333333,81.33333333,14847.16667,0,83.26
321,gig,10000-30000,1,20,1,19995.66667,0.8333333333,4.416666667,90.83333333,20535.33333,0,79.45
322,salaried,25000-80000,2,18,2,58007.83333,1,2.083333333,91,15683.41667,1,83.6
323,salaried,25000-80000,2,113,2,53901.83333,1,2.75,83.58333333,19006.16667,1,86.26
324,salaried,25000-80000,2,39,2,46071.91667,0.9166666667,2.416666667,89,12249.33333,0,76.5
325,student,0-15000,1,23,3,46807.25,0.9166666667,3.166666667,93.91666667,16940.75,0,80.44
326,student,0-15000,1,34,2,50575.5,0.9166666667,2.416666667,80.33333333,12132.5,1,76.38
327,student,0-15000,1,113,1,47009.75,0.75,5.5,92.16666667,12946.91667,0,67.45
328,salaried,25000-80000,1,15,2,16653.66667,1,2.25,77.75,19982,0,87.73
329,salaried,25000-80000,2,10,1,36423.33333,1,2.583333333,87,14689.16667,0,82.11
330,salaried,25000-80000,1,19,2,40193.25,1,1.083333333,74.66666667,16107.91667,2,85.02
331,self_employed,20000-100000,2,42,1,28320.58333,0.8333333333,3,98.66666667,16994,0,77.33
332,salaried,25000-80000,3,84,1,9268.416667,0.9166666667,2.75,79.66666667,17222.08333,1,81.14
333,student,0-15000,1,73,3,24450.25,1,2.25,84.08333333,13614,0,81.36
334,self_employed,20000-100000,3,48,2,55104.08333,0.6666666667,3.75,87.58333333,19614.41667,0,72.53
335,self_employed,20000-100000,3,93,3,45242.66667,0.75,3.75,87.25,13085.25,2,69.34
336,self_employed,20000-100000,3,76,3,43322.83333,0.75,5.416666667,75.33333333,14202.66667,0,68.79
337,salaried,25000-80000,3,59,1,54330.75,1,1.583333333,84,19169.5,1,87.59
338,gig,10000-30000,1,112,2,26147.16667,0.75,5.5,87,16720.16667,2,71.22
339,salaried,25000-80000,1,8,2,55657.25,1,2,85.58333333,19094.83333,1,87.09
340,gig,10000-30000,2,92,1,32003.66667,1,2.083333333,86.91666667,11603.08333,0,79.52
341,salaried,25000-80000,2,118,1,44066.08333,0.9166666667,2.583333333,89.33333333,14252.08333,1,78.34
342,salaried,25000-80000,2,87,2,46060.91667,1,2.333333333,104.0833333,12492.33333,0,80.16
343,self_employed,20000-100000,3,104,2,24844.58333,0.8333333333,4,98.58333333,19336.25,0,78.67
344,gig,10000-30000,2,94,1,33571.58333,0.8333333333,3.166666667,88.25,15781.16667,3,75.95
345,self_employed,20000-100000,3,16,1,43084.25,0.75,3.916666667,100,11204.08333,1,67.29
346,salaried,25000-80000,1,34,1,48771.41667,0.9166666667,3.166666667,82.58333333,16412,0,79.91
347,student,0-15000,3,47,1,48647.66667,0.75,5.583333333,66.75,15020.33333,0,69.44
348,salaried,25000-80000,3,16,3,44100.83333,1,1.75,84.16666667,14848,1,83.1
349,salaried,25000-80000,1,43,3,26044.58333,0.9166666667,2.25,96.25,13281,1,77.7
350,gig,10000-30000,2,75,1,11948.25,0.75,5.25,79.91666667,13135.16667,2,67.89
351,salaried,25000-80000,2,74,1,26252.91667,0.9166666667,2.5,106.9166667,11434.41667,2,75.6
352,self_employed,20000-100000,2,101,2,24111.33333,0.75,5.583333333,98.41666667,11843.41667,0,66.26
353,salaried,25000-80000,3,61,2,29802.58333,1,1.333333333,76.16666667,16406,0,85.07
354,salaried,25000-80000,3,38,2,53766.08333,0.9166666667,2.5,91.58333333,14920.08333,0,79.09
355,salaried,25000-80000,3,97,1,25847,1,1.916666667,100.75,17737.33333,0,85.82
356,student,0-15000,1,18,3,33420.5,0.75,5.333333333,72.83333333,13443.16667,2,68.11
357,salaried,25000-80000,3,105,3,45600,1,2.083333333,71.16666667,14139.41667,1,82.06
358,gig,10000-30000,1,10,3,20293.58333,0.75,5.083333333,57.08333333,17224.33333,0,72.14
359,self_employed,20000-100000,2,36,3,30172.08333,0.6666666667,5.666666667,72.25,14302.08333,1,65.3
360,student,0-15000,3,58,2,36998.33333,0.9166666667,4.583333333,85.33333333,17641.25,0,79.72
361,self_employed,20000-100000,1,7,2,38624.25,0.8333333333,4.166666667,92.25,16809,2,75.98
362,gig,10000-30000,1,71,1,44599.25,0.75,4.5,80.08333333,16322.83333,0,71.82
363,gig,10000-30000,3,22,3,38863.25,0.9166666667,4,80.75,14572,0,77.24
364,salaried,25000-80000,1,114,3,55061.5,0.8333333333,2.333333333,85.33333333,17511.83333,0,78.51
365,student,0-15000,1,76,2,22115,0.8333333333,3.5,80.83333333,14815.16667,0,74.65
366,salaried,25000-80000,3,33,3,55324.58333,0.9166666667,2.25,78.16666667,19900.25,1,84.32
367,self_employed,20000-100000,1,73,2,59841.58333,0.9166666667,2.25,90.66666667,16075.58333,1,80.49
368,self_employed,20000-100000,1,17,2,33164.75,0.75,4.416666667,65.83333333,17065,1,72.65
369,gig,10000-30000,2,27,2,50993.5,0.8333333333,2.416666667,72.41666667,10600.83333,0,71.52
370,student,0-15000,3,19,3,38364.08333,0.75,3.666666667,75.16666667,15357.91667,0,71.69
371,self_employed,20000-100000,2,104,1,31861.08333,0.8333333333,2.333333333,56.16666667,17034.91667,0,78.03
372,salaried,25000-80000,1,38,2,59362,1,2.166666667,106.3333333,18691.83333,1,86.53
373,salaried,25000-80000,3,80,2,41647.58333,1,2.25,65.91666667,12904.5,1,80.65
374,student,0-15000,1,103,1,30270.33333,0.9166666667,3.333333333,72.75,18388.91667,1,81.72
375,self_employed,20000-100000,1,110,3,41398.33333,0.8333333333,4.166666667,65.5,17104.33333,0,76.27
376,salaried,25000-80000,3,80,2,14599.08333,0.9166666667,2.75,84.41666667,18662.16667,1,82.58
377,gig,10000-30000,1,80,3,56530.75,0.75,5.416666667,80,17689.25,1,72.27
378,self_employed,20000-100000,3,61,1,20656.83333,0.75,3.583333333,97.66666667,17173.5,1,73.59
379,self_employed,20000-100000,2,64,2,9133.5,0.8333333333,4.083333333,72.33333333,14919.25,0,74.17
380,gig,10000-30000,2,6,2,52555.66667,0.8333333333,3,84.33333333,14150.91667,0,74.48
381,self_employed,20000-100000,1,66,3,45249.08333,0.6666666667,4.25,71.83333333,17840.25,0,70.26
382,student,0-15000,2,17,2,11520.83333,1,2,85.75,16108.91667,0,84.11
383,self_employed,20000-100000,2,77,2,13863.5,0.75,4.25,102.1666667,20790.41667,1,76.54
384,salaried,25000-80000,1,13,3,27557.33333,0.9166666667,2.916666667,87.08333333,14166.75,0,77.92
385,salaried,25000-80000,2,76,3,53271.83333,1,1.916666667,98.75,17658.83333,0,85.74
386,gig,10000-30000,1,29,2,52323.83333,0.6666666667,3.75,90.41666667,16667.08333,1,69.58
387,gig,10000-30000,3,30,2,48239.41667,0.9166666667,2.75,70.08333333,16894.58333,0,80.81
388,student,0-15000,1,113,1,16444.08333,0.9166666667,3.666666667,78.16666667,14569.58333,2,77.57
389,salaried,25000-80000,2,68,2,50815.58333,1,1.333333333,88,12522.25,0,81.19
390,salaried,25000-80000,1,93,3,51513.25,1,2,59.08333333,14342.08333,1,82.34
391,self_employed,20000-100000,1,26,2,31448.75,0.8333333333,2.916666667,76,14767.08333,0,75.18
392,gig,10000-30000,1,116,3,32366.08333,0.75,4.5,91.41666667,11630.5,1,67.13
393,gig,10000-30000,2,94,1,83012.41667,0.9166666667,3.083333333,75.75,16014.66667,0,79.6
394,self_employed,20000-100000,3,16,2,33237.41667,0.75,6.166666667,80.25,11797.16667,0,65.63
395,gig,10000-30000,1,81,1,11481.83333,0.9166666667,3,79.66666667,14878.66667,1,78.55
396,salaried,25000-80000,1,59,2,23444.83333,1,2.833333333,89.25,17453.83333,0,84.62
397,salaried,25000-80000,1,45,2,38821.08333,1,1.833333333,87.33333333,16958.41667,1,85.13
398,salaried,25000-80000,2,38,1,38091.66667,1,2.083333333,56.5,15494.75,1,83.41
399,salaried,25000-80000,1,31,2,21822,0.9166666667,2.166666667,66,14534,0,79.03
400,salaried,25000-80000,3,95,2,59510,1,1.833333333,99,16229.25,0,84.4
401,gig,10000-30000,3,111,3,16735.83333,1,1.5,70.58333333,14876.08333,1,83.38
402,gig,10000-30000,3,66,3,11622.33333,0.9166666667,2.916666667,77.83333333,15249.66667,0,79
403,self_employed,20000-100000,2,78,3,50672.83333,0.8333333333,4.833333333,106.3333333,13439.5,1,71.94
404,gig,10000-30000,1,81,2,45310.75,0.6666666667,6.666666667,83.25,18201.25,0,68.2
405,gig,10000-30000,3,116,3,25936.58333,1,1.833333333,83.25,13115.25,0,81.28
406,salaried,25000-80000,2,85,2,52791.58333,0.9166666667,4.166666667,84.41666667,11899.16667,1,74.4
407,gig,10000-30000,2,8,3,33542.58333,0.8333333333,2.75,94,18914,0,79.5
408,salaried,25000-80000,2,80,2,39129.33333,0.8333333333,3.666666667,73.41666667,12764.41667,1,72.43
409,student,0-15000,1,18,1,28149.91667,0.9166666667,2.916666667,73.41666667,14742.5,2,78.49
410,self_employed,20000-100000,1,60,2,50679.66667,0.9166666667,3.75,75.33333333,14851.83333,0,77.77
411,salaried,25000-80000,1,58,3,35090.08333,0.9166666667,3.916666667,95.83333333,14488,2,77.24
412,student,0-15000,1,75,2,23260.16667,0.9166666667,3,95.66666667,13867.5,1,77.53
413,gig,10000-30000,1,61,1,36027.5,0.9166666667,3.083333333,87.16666667,16372.75,1,79.96
414,salaried,25000-80000,1,40,1,22767,0.8333333333,2.583333333,72.91666667,14789.91667,0,75.54
415,student,0-15000,1,102,3,35974.75,0.8333333333,3.416666667,64.66666667,12219,0,72.14
416,salaried,25000-80000,3,36,2,48941.75,1,1.75,95.83333333,17659.83333,1,85.91
417,gig,10000-30000,2,9,2,58870.08333,1,2.25,94.33333333,18984,2,86.73
418,self_employed,20000-100000,1,54,3,37364.25,1,2.25,72.16666667,15627.91667,1,83.38
419,salaried,25000-80000,2,103,2,36436.83333,1,1.916666667,64.91666667,16788.08333,1,84.87
420,salaried,25000-80000,3,44,2,13658.83333,0.9166666667,3.25,83.91666667,17222.91667,0,80.64
421,self_employed,20000-100000,1,17,3,60279.33333,0.6666666667,4.583333333,93.25,16621.58333,1,68.7
422,gig,10000-30000,2,20,1,8681.416667,0.75,4.5,93.5,19258.58333,0,74.76
423,student,0-15000,2,117,2,37227.08333,0.8333333333,4.166666667,78,17987.08333,2,77.15
424,student,0-15000,1,83,2,36241.5,1,2.75,84.16666667,13573.41667,0,80.82
425,student,0-15000,3,114,1,6267,0.9166666667,3.166666667,78.58333333,15336.91667,0,78.84
426,salaried,25000-80000,3,116,2,14517.5,0.9166666667,2.916666667,76.83333333,16597.25,0,80.35
427,salaried,25000-80000,1,7,3,47813.33333,1,2.166666667,95.58333333,17850.08333,1,85.68
428,student,0-15000,1,33,2,22052.16667,1,2.5,84.25,17560.16667,1,85.06
429,self_employed,20000-100000,1,70,1,53571.91667,0.8333333333,4.166666667,80.91666667,15271.91667,0,74.44
430,salaried,25000-80000,1,15,3,55624.08333,0.9166666667,1.833333333,97.5,17547.66667,0,82.38
431,salaried,25000-80000,1,98,2,22141.25,1,2,67.08333333,13415,0,81.41
432,gig,10000-30000,1,10,3,37304.83333,0.75,4,92,17031.75,0,73.03
433,self_employed,20000-100000,1,89,1,10698.66667,0.9166666667,3,94.5,14463.66667,1,78.13
434,gig,10000-30000,1,81,1,11746,0.9166666667,2.916666667,78.66666667,12489.08333,2,76.24
435,gig,10000-30000,2,61,3,44606.16667,0.8333333333,3,73.08333333,14952.75,0,75.29
436,self_employed,20000-100000,1,66,2,11215,0.8333333333,3.25,87.75,15890.58333,0,75.97
437,self_employed,20000-100000,1,42,2,42025.58333,0.9166666667,2.583333333,95.83333333,17790.41667,0,81.87
438,student,0-15000,1,75,1,23746.75,0.8333333333,4.833333333,93.83333333,13114,1,71.61
439,self_employed,20000-100000,1,118,3,37570,0.8333333333,3.916666667,99.58333333,12770.91667,2,72.19
440,student,0-15000,1,58,2,48634.58333,1,2,86.33333333,14487.58333,2,82.49
441,self_employed,20000-100000,1,103,1,39164.41667,0.75,4.5,69.91666667,14110,0,69.61
442,gig,10000-30000,3,100,3,18492.41667,0.8333333333,3.666666667,86.16666667,19023.66667,0,78.69
443,salaried,25000-80000,1,43,3,59437.33333,1,2.25,78.83333333,16526.75,1,84.28
444,student,0-15000,1,85,2,57376.08333,0.9166666667,2.75,84.08333333,15625.08333,0,79.54
445,salaried,25000-80000,2,119,1,38898.91667,0.8333333333,3.166666667,88.66666667,16591.58333,0,76.76
446,student,0-15000,2,101,2,26889.25,1,2.083333333,85,19807.83333,0,87.72
447,self_employed,20000-100000,1,39,1,26682.25,0.8333333333,3.166666667,66.16666667,13752.5,1,73.92
448,gig,10000-30000,3,79,2,34871.33333,0.8333333333,4.666666667,79.41666667,14739.91667,1,73.41
449,salaried,25000-80000,2,13,3,27064.41667,1,1.916666667,82.08333333,15434.58333,1,83.52
450,salaried,25000-80000,1,77,1,54313.33333,1,1.666666667,80.08333333,19294.58333,2,87.63
451,gig,10000-30000,2,24,3,49256.08333,0.9166666667,2.5,85.16666667,17406.16667,0,81.57
452,gig,10000-30000,1,74,1,35152.16667,0.8333333333,3.333333333,92.25,16357.25,0,76.36
453,student,0-15000,2,119,2,31084.33333,0.9166666667,2.75,84.41666667,16932.75,0,80.85
454,salaried,25000-80000,3,94,1,45342.75,1,1.75,73.08333333,15234.5,0,83.48
455,gig,10000-30000,2,110,3,12590.75,0.8333333333,3.083333333,96,14944.25,0,75.19
456,self_employed,20000-100000,2,115,2,48946.58333,0.9166666667,2.666666667,77.91666667,15199.16667,2,79.2
457,salaried,25000-80000,3,18,1,51991.58333,0.8333333333,2.583333333,98.66666667,10878.08333,1,71.63
458,salaried,25000-80000,3,6,2,27689.58333,1,1.416666667,85.16666667,20610.5,0,89.19
459,salaried,25000-80000,1,20,1,50285,1,2.5,77.5,16744.25,1,84.24
460,salaried,25000-80000,1,26,3,41796.33333,1,1.666666667,83.41666667,15332.25,2,83.67
461,salaried,25000-80000,2,54,1,48395,0.9166666667,2.166666667,90.66666667,16085.08333,1,80.59
462,salaried,25000-80000,1,16,3,57754.41667,0.9166666667,2.916666667,81.25,14312.66667,0,78.06
463,student,0-15000,2,71,2,20225.58333,0.8333333333,2.916666667,87.08333333,18406.33333,0,78.82
464,salaried,25000-80000,2,77,2,24485.25,1,2.583333333,66.5,14831.91667,0,82.25
465,salaried,25000-80000,1,31,1,10629.33333,1,2.75,79.66666667,14879.25,0,82.13
466,salaried,25000-80000,1,42,3,19339,1,2.583333333,77.41666667,15817.25,0,83.23
467,salaried,25000-80000,2,53,3,42868.33333,0.8333333333,3.75,85.16666667,13827.58333,1,73.41
468,gig,10000-30000,2,48,1,19763.16667,0.6666666667,7.083333333,91.41666667,15735.16667,1,65.32
469,gig,10000-30000,2,85,3,19443.16667,0.75,5,92.5,16519,1,71.52
470,student,0-15000,3,41,3,20314.83333,0.8333333333,2.583333333,95.41666667,15897.58333,0,76.65
471,salaried,25000-80000,1,18,2,22805.25,0.9166666667,2.666666667,85.41666667,16704.66667,0,80.7
472,student,0-15000,1,73,1,32633.58333,1,1.666666667,87.41666667,16739.16667,0,85.07
473,salaried,25000-80000,1,116,3,40306.75,1,2.166666667,84.33333333,14928.08333,2,82.76
474,salaried,25000-80000,1,35,2,20507,0.9166666667,1.916666667,95.41666667,12676.83333,1,77.43
475,salaried,25000-80000,3,95,1,18433.25,0.9166666667,2.5,57.91666667,13351.83333,1,77.52
476,salaried,25000-80000,1,113,2,45995,1,2.083333333,77.58333333,19007.33333,1,86.92
477,gig,10000-30000,1,68,1,35207.83333,0.75,3.666666667,89.58333333,14416.16667,0,70.75
478,salaried,25000-80000,1,41,2,20819.5,1,1.583333333,87.58333333,19071,1,87.49
479,gig,10000-30000,2,50,2,11834,0.9166666667,2.583333333,74.16666667,18517.08333,0,82.6
480,student,0-15000,1,27,2,47834.41667,0.9166666667,3.083333333,89.08333333,20314.91667,1,83.9
481,salaried,25000-80000,2,31,1,45087.91667,1,1.5,80.5,15082.66667,1,83.58
482,gig,10000-30000,1,47,1,20855,0.9166666667,1.833333333,71.33333333,10944.16667,0,75.78
483,salaried,25000-80000,3,55,3,24309.41667,0.9166666667,2.416666667,76.75,16233.08333,1,80.48
484,self_employed,20000-100000,2,94,2,25499.16667,0.8333333333,3.166666667,73.41666667,17087.75,0,77.25
485,gig,10000-30000,1,60,2,48226.91667,0.9166666667,2.583333333,66.66666667,18721.33333,0,82.8
486,student,0-15000,1,113,2,48581.58333,0.9166666667,3.083333333,92.25,19157.33333,0,82.74
487,salaried,25000-80000,2,27,1,29492.5,0.9166666667,2,95,18089.83333,1,82.76
488,gig,10000-30000,2,37,3,38604.16667,0.8333333333,4.333333333,65.91666667,17560.33333,1,76.56
489,salaried,25000-80000,1,62,2,13351.91667,0.9166666667,4.083333333,70.08333333,14617,1,77.2
490,student,0-15000,1,12,1,9003.416667,0.9166666667,2.666666667,83.75,16534.75,0,80.53
491,gig,10000-30000,2,44,1,27285.66667,0.9166666667,3.416666667,89.5,12322.75,0,75.57
492,gig,10000-30000,3,65,2,76343.91667,1,1.416666667,91,12462.08333,0,81.05
493,student,0-15000,2,47,3,47472.58333,0.9166666667,2.666666667,73.25,16561.41667,0,80.56
494,gig,10000-30000,1,106,1,61277.91667,0.75,5.083333333,73.16666667,15355.75,1,70.27
495,salaried,25000-80000,2,102,3,23274.5,1,2.333333333,65,17045.5,0,84.71
496,salaried,25000-80000,2,18,1,34874.75,0.8333333333,2.833333333,92.16666667,12254.91667,1,72.75
497,gig,10000-30000,2,49,3,20242.66667,0.75,5.333333333,77.66666667,17253.58333,2,71.92
498,gig,10000-30000,1,77,2,15001,0.5833333333,5.333333333,76,18366.5,0,66.37
499,gig,10000-30000,1,63,3,42593.66667,0.8333333333,3.25,88.33333333,15940,0,76.02
500,student,0-15000,1,49,2,33851.91667,1,1.583333333,87.66666667,9986.5,0,78.4
501,salaried,25000-80000,3,92,2,48266.25,1,1.75,85.58333333,19164.41667,0,87.41
502,salaried,25000-80000,2,63,1,56476.41667,0.9166666667,2.25,89.83333333,16545.25,0,80.96
503,student,0-15000,2,60,2,45399.08333,0.8333333333,4.083333333,86.58333333,18339.83333,1,77.59
504,student,0-15000,2,21,1,44895.08333,1,1.583333333,73.58333333,14806.5,1,83.22
505,salaried,25000-80000,3,8,2,37241.25,0.9166666667,2.583333333,86.66666667,16473.91667,0,80.56
506,salaried,25000-80000,1,109,2,16639.41667,0.9166666667,3.666666667,99.58333333,20734,1,83.73
507,self_employed,20000-100000,3,113,1,20873.91667,0.9166666667,2.75,89.66666667,14582.33333,0,78.5
508,gig,10000-30000,2,75,2,40586.75,0.8333333333,2.166666667,88.25,15843.58333,1,77.01
509,student,0-15000,3,38,1,21394.66667,0.6666666667,4.833333333,75.5,15962.41667,0,67.8
510,gig,10000-30000,3,103,1,48274.75,0.75,4.833333333,68.08333333,16531.91667,0,71.7
511,student,0-15000,1,119,1,37362.83333,1,2.166666667,96.75,9262.416667,0,77.1
512,salaried,25000-80000,1,96,1,44963.58333,1,2.083333333,85.16666667,16757,0,84.67
513,salaried,25000-80000,1,57,2,16255.75,1,2.416666667,107.8333333,16066.5,0,83.65
514,salaried,25000-80000,2,60,2,33917.5,1,1.916666667,89,12143.91667,0,80.23
515,self_employed,20000-100000,2,91,1,37248.16667,0.5833333333,5.166666667,90.91666667,14763.75,1,62.93
516,salaried,25000-80000,2,54,2,8066.666667,0.9166666667,3.416666667,70.75,18328.25,2,81.58
517,salaried,25000-80000,2,35,2,55693.08333,0.9166666667,2.5,66.83333333,20712.16667,1,84.88
518,self_employed,20000-100000,3,85,3,25889.58333,0.8333333333,3.666666667,90.33333333,18595,0,78.26
519,salaried,25000-80000,1,26,3,22121.08333,1,2,85,18979.16667,1,86.98
520,student,0-15000,2,87,2,26910.08333,0.9166666667,2.333333333,96.25,12671.91667,0,77.01
521,self_employed,20000-100000,2,30,2,10714.33333,0.75,4.083333333,78.25,14925.41667,0,70.84
522,student,0-15000,3,41,3,41786.83333,0.9166666667,2.833333333,76.33333333,16609.25,1,80.44
523,salaried,25000-80000,2,59,2,47045.41667,0.9166666667,3.916666667,58.58333333,17854.58333,0,80.6
524,student,0-15000,2,46,2,36876.75,0.8333333333,3.5,85.08333333,18703.08333,1,78.54
525,student,0-15000,1,13,1,40414.83333,0.9166666667,2.166666667,99.58333333,17043.75,1,81.54
526,student,0-15000,1,73,1,54787.16667,0.8333333333,3.333333333,74.83333333,16260.83333,1,76.26
527,salaried,25000-80000,3,101,1,22033.33333,0.8333333333,4.75,97.16666667,18843.33333,0,77.43
528,self_employed,20000-100000,3,98,3,20525.58333,0.8333333333,3.666666667,89.91666667,17548.41667,1,77.22
529,gig,10000-30000,1,7,3,23993.08333,0.5833333333,6.416666667,73.83333333,12947.75,1,59.86
530,student,0-15000,1,88,2,10105,0.9166666667,3.583333333,78.25,15551.66667,1,78.63
531,salaried,25000-80000,1,16,2,57584.75,0.9166666667,2.416666667,86.08333333,15600.16667,1,79.85
532,student,0-15000,2,78,3,11623.41667,1,1.916666667,86.25,15631.75,0,83.72
533,salaried,25000-80000,1,78,2,50669.83333,0.9166666667,2.166666667,75.25,15643.25,0,80.14
534,salaried,25000-80000,1,21,1,25254.83333,1,2,94.66666667,14799.75,0,82.8
535,salaried,25000-80000,3,22,1,15525.41667,0.9166666667,2.583333333,74.16666667,16296.25,0,80.38
536,gig,10000-30000,1,57,2,40462.83333,0.8333333333,3.583333333,87.08333333,15040.08333,0,74.79
537,salaried,25000-80000,1,68,2,9905.5,1,1.75,99.33333333,18543.25,0,86.79
538,gig,10000-30000,1,32,2,23508.08333,0.9166666667,3,88.83333333,17160.66667,0,80.83
539,gig,10000-30000,2,91,1,12517.33333,0.9166666667,2.916666667,92,15210.08333,1,78.96
540,student,0-15000,2,96,1,41828.41667,0.75,5.75,72.16666667,14595.33333,3,68.85
541,student,0-15000,1,15,3,56246.58333,0.8333333333,3.75,68.66666667,13812.75,0,73.4
542,student,0-15000,2,70,1,36996.5,0.9166666667,3.25,86.16666667,21280.66667,2,84.7
543,student,0-15000,1,90,1,29374.33333,0.9166666667,2.5,82.83333333,16236.25,2,80.4
544,gig,10000-30000,3,41,1,34144.25,0.8333333333,4.166666667,90.08333333,11393.58333,0,70.56
545,student,0-15000,2,68,1,56282.41667,0.8333333333,4.916666667,97.75,16261.5,0,74.68
546,gig,10000-30000,1,31,2,63298.83333,0.9166666667,3.083333333,82.58333333,17057.41667,0,80.64
547,student,0-15000,1,87,3,37893.33333,0.9166666667,1.833333333,92.25,12042.83333,1,76.88
548,salaried,25000-80000,1,43,2,54165.91667,1,1.916666667,83.58333333,14168.91667,1,82.25
549,gig,10000-30000,3,110,1,18338.58333,0.9166666667,2.75,97.75,17671.75,0,81.59
550,gig,10000-30000,3,7,1,8995.833333,1,1.666666667,85.91666667,14627.33333,1,82.96
551,salaried,25000-80000,3,65,1,33915.5,1,1.666666667,93.66666667,19242.16667,0,87.58
552,gig,10000-30000,2,13,3,16530.75,0.9166666667,3.583333333,77.41666667,14640.41667,0,77.72
553,salaried,25000-80000,1,22,3,36014.41667,1,1.666666667,89.83333333,14608.66667,0,82.94
554,salaried,25000-80000,1,37,1,15683.75,0.9166666667,3.083333333,74.91666667,16003.41667,1,79.59
555,salaried,25000-80000,1,77,1,27910.16667,1,2,76.83333333,14810.41667,0,82.81
556,gig,10000-30000,2,56,3,14245.25,0.8333333333,5.083333333,82.41666667,16528.5,2,74.78
557,student,0-15000,3,26,2,28672,0.8333333333,3.833333333,98.83333333,14536.25,1,74.04
